question_id,intent,rewritten_intent,snippet
5503925,How do I use a dictionary to update fields in Django models?,update fields in Django model `Book` with arguments in dictionary `d` where primary key is equal to `pk`,Book.objects.filter(pk=pk).update(**d)
5503925,How do I use a dictionary to update fields in Django models?,update the fields in django model `Book` using dictionary `d`,Book.objects.create(**d)
5229425,Precision in python,print a digit `your_number` with exactly 2 digits after decimal,print('{0:.2f}'.format(your_number))
13496087,Python: How to generate a 12-digit random number?,generate a 12-digit random number,"random.randint(100000000000, 999999999999)"
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,"int(''.join(str(random.randint(0, 9)) for _ in range(12)))"
13496087,Python: How to generate a 12-digit random number?,generate a random 12-digit number,""""""""""""".join(str(random.randint(0, 9)) for _ in range(12))"
13496087,Python: How to generate a 12-digit random number?,generate a 12-digit random number,"'%0.12d' % random.randint(0, 999999999999)"
10996140,How to remove specific elements in a numpy array,remove specific elements in a numpy array `a`,"numpy.delete(a, index)"
12987178,Sort a list based on dictionary values in python?,sort list `trial_list` based on values of dictionary `trail_dict`,"sorted(trial_list, key=lambda x: trial_dict[x])"
510357,read a single character from the user,read a single character from stdin,sys.stdin.read(1)
40094588,How to get a list of matchable characters from a regex class,get a list of characters in string `x` matching regex pattern `pattern`,"print(re.findall(pattern, x))"
28780956,how to get the context of a search in BeautifulSoup?,get the context of a search by keyword 'My keywords' in beautifulsoup `soup`,k = soup.find(text=re.compile('My keywords')).parent.text
19585280,Convert a row in pandas into list,convert rows in pandas data frame `df` into list,"df.apply(lambda x: x.tolist(), axis=1)"
12575421,Convert a 1D array to a 2D array in numpy,convert a 1d `A` array to a 2d array `B`,"B = np.reshape(A, (-1, 2))"
30241279,Flask - How to make an app externally visible through a router?,run app `app` on host '192.168.0.58' and port 9000 in Flask,"app.run(host='192.168.0.58', port=9000, debug=False)"
15740236,Stdout encoding in python,encode unicode string '\xc5\xc4\xd6' to utf-8 code,print('\xc5\xc4\xd6'.encode('UTF8'))
12440342,Best way to get the nth element of each tuple from a list of tuples in Python,get the first element of each tuple from a list of tuples `G`,[x[0] for x in G]
39600161,Regular expression matching all but a string,regular expression matching all but 'aa' and 'bb' for string `string`,"re.findall('-(?!aa-|bb-)([^-]+)', string)"
39600161,Regular expression matching all but a string,regular expression matching all but 'aa' and 'bb',"re.findall('-(?!aa|bb)([^-]+)', string)"
15158599,Removing entries from a dictionary based on values,remove false entries from a dictionary `hand`,"{k: v for k, v in list(hand.items()) if v}"
15158599,Removing entries from a dictionary based on values,Get a dictionary from a dictionary `hand` where the values are present,"dict((k, v) for k, v in hand.items() if v)"
2338531,Python sorting - A list of objects,sort list `L` based on the value of variable 'resultType' for each object in list `L`,"sorted(L, key=operator.itemgetter('resultType'))"
2338531,Python sorting - A list of objects,sort a list of objects `s` by a member variable 'resultType',s.sort(key=operator.attrgetter('resultType'))
2338531,Python sorting - A list of objects,sort a list of objects 'somelist' where the object has member number variable `resultType`,somelist.sort(key=lambda x: x.resultType)
23668427,pandas joining multiple dataframes on columns,"join multiple dataframes `d1`, `d2`, and `d3` on column 'name'","df1.merge(df2, on='name').merge(df3, on='name')"
439115,random Decimal in python,generate random Decimal,decimal.Decimal(random.randrange(10000)) / 100
3207219,list all files of a directory,list all files of a directory `mypath`,"onlyfiles = [f for f in listdir(mypath) if isfile(join(mypath, f))]"
3207219,list all files of a directory,list all files of a directory `mypath`,"f = []
for (dirpath, dirnames, filenames) in walk(mypath):
    f.extend(filenames)
    break"
3207219,list all files of a directory,"list all "".txt"" files of a directory ""/home/adam/""",print(glob.glob('/home/adam/*.txt'))
3207219,list all files of a directory,"list all files of a directory ""somedirectory""",os.listdir('somedirectory')
8134602,psycopg2: insert multiple rows with one query,"execute sql query 'INSERT INTO table VALUES(%s,%s,%s,%s,%s,%s,%s,%s,%s)' with all parameters in list `tup`","cur.executemany('INSERT INTO table VALUES(%s,%s,%s,%s,%s,%s,%s,%s,%s)', tup)"
24958010,get key by value in dictionary with same value in python?,get keys with same value in dictionary `d`,print([key for key in d if d[key] == 1])
24958010,get key by value in dictionary with same value in python?,get keys with same value in dictionary `d`,"print([key for key, value in d.items() if value == 1])"
24958010,get key by value in dictionary with same value in python?,Get keys from a dictionary 'd' where the value is '1'.,"print([key for key, value in list(d.items()) if value == 1])"
6376886,What is the best way to create a string array in python?,create list of 'size' empty strings,strs = ['' for x in range(size)]
4135344,generate pdf from markdown file,generate pdf file `output_filename` from markdown file `input_filename`,"with open(input_filename, 'r') as f:
    html_text = markdown(f.read(), output_format='html4')
pdfkit.from_string(html_text, output_filename)"
9427163,Remove duplicate dict in list in Python,remove duplicate dict in list `l`,[dict(t) for t in set([tuple(d.items()) for d in l])]
29311354,How to set the timezone in Django?,Set time zone `Europe/Istanbul` in Django,TIME_ZONE = 'Europe/Istanbul'
26367812,Appending to list in Python dictionary,"append `date` to list value of `key` in dictionary `dates_dict`, or create key `key` with value `date` in a list if it does not exist","dates_dict.setdefault(key, []).append(date)"
1908741,How to do this GROUP BY query in Django's ORM with annotate and aggregate,Group the values from django model `Article` with group by value `pub_date` and annotate by `title`,Article.objects.values('pub_date').annotate(article_count=Count('title'))
15839491,How to clear Tkinter Canvas?,clear Tkinter Canvas `canvas`,canvas.delete('all')
39816795,How to add a specific number of characters to the end of string in Pandas?,"Initialize a pandas series object `s` with columns `['A', 'B', 'A1R', 'B2', 'AABB4']`","s = pd.Series(['A', 'B', 'A1R', 'B2', 'AABB4'])"
969285,How do I translate a ISO 8601 datetime string into a Python datetime object?,None,"datetime.datetime.strptime('2007-03-04T21:08:12', '%Y-%m-%dT%H:%M:%S')"
12814667,How to sort a list according to another list?,sort list `a` using the first dimension of the element as the key to list `b`,a.sort(key=lambda x: b.index(x[0]))
12814667,How to sort a list according to another list?,,a.sort(key=lambda x_y: b.index(x_y[0]))
39870642,Matplotlib - How to plot a high resolution graph?,Save plot `plt` as png file 'filename.png',plt.savefig('filename.png')
39870642,Matplotlib - How to plot a high resolution graph?,Save matplotlib graph to image file `filename.png` at a resolution of `300 dpi`,"plt.savefig('filename.png', dpi=300)"
748028,How to get output of exe in python script?,get output from process `p1`,p1.communicate()[0]
748028,How to get output of exe in python script?,,"output = subprocess.Popen(['mycmd', 'myarg'], stdout=PIPE).communicate()[0]"
8936030,Using BeautifulSoup to search html for string,searche in HTML string for elements that have text 'Python',soup.body.findAll(text='Python')
8936030,Using BeautifulSoup to search html for string,BeautifulSoup find string 'Python Jobs' in HTML body `body`,soup.body.findAll(text='Python Jobs')
15795525,Python: sorting items in a dictionary by a part of a key?,Sort items in dictionary `d`  using the first part of the key after splitting the key,"sorted(list(d.items()), key=lambda name_num: (name_num[0].rsplit(None, 1)[0], name_num[1]))"
11348347,Find non-common elements in lists,"create a set that is the exclusive or of [1, 2, 3] and [3, 4, 5]","set([1, 2, 3]) ^ set([3, 4, 5])"
5430470,retrieving list items from request.POST in django/python,Get a list values of a dictionary item `pass_id` from post requests in django,request.POST.getlist('pass_id')
11114358,How do I remove dicts from a list with duplicate fields in python?,Filter duplicate entries w.r.t. value in 'id' from a list of dictionaries 'L',"list(dict((x['id'], x) for x in L).values())"
13078751,Merge Columns within a DataFrame that have the Same Name,Get pandas GroupBy object with sum over the rows with same column names within  dataframe `df`,"df.groupby(df.columns, axis=1).sum()"
18789262,python dict comprehension with two ranges,"convert the zip of range `(1, 5)` and range `(7, 11)` into a dictionary","dict(zip(list(range(1, 5)), list(range(7, 11))))"
8218032,How to turn a boolean array into index array in numpy,Get all indexes of boolean numpy array where boolean value `mask` is True,numpy.where(mask)
319426,case insensitive string comparison,case insensitive comparison of strings `string1` and `string2`,"if (string1.lower() == string2.lower()):
    print('The strings are the same (case insensitive)')
else:
    print('The strings are not the same (case insensitive)')"
319426,case insensitive string comparison,case insensitive string comparison between `string1` and `string2`,"if (string1.lower() == string2.lower()):
    pass"
319426,case insensitive string comparison,case insensitive string comparison between `string1` and `string2`,(string1.lower() == string2.lower())
319426,case insensitive string comparison,case insensitive string comparison between `first` and `second`,(first.lower() == second.lower())
319426,case insensitive string comparison,case insensitive comparison between strings `first` and `second`,(first.upper() == second.upper())
5744980,Taking the results of a bash command and using it in python,"Taking the results of a bash command ""awk '{print $10, $11}' test.txt > test2.txt""","os.system(""awk '{print $10, $11}' test.txt > test2.txt"")"
11303225,How to remove multiple indexes from a list at the same time?,remove multiple values from a list `my_list` at the same time with index starting at `2` and ending just before `6`.,del my_list[2:6]
10716796,How to convert a string to its Base-10 representation?,convert a string `s` to its base-10 representation,"int(s.encode('hex'), 16)"
9618050,Python regular expression with codons,match regex pattern 'TAA(?:[ATGC]{3})+?TAA' on string `seq`,"re.findall('TAA(?:[ATGC]{3})+?TAA', seq)"
17457793,Sorting a set of values,sort a set `s` by numerical value,"sorted(s, key=float)"
